full_name,class,a,e,i,q,H,neo,pha,diameter,albedo,diameter_sigma,orbit_id,n,per,moid
       (2010 JN71),APO,2.381,0.5903,17.74,0.976,21.42,Y,Y,0.214,0.106,0,JPL 35,0.2682,1340,0.0331
365449 (2010 NJ1),ATE,0.9684,0.5406,11.22,0.445,20.28,Y,N,0.215,0.264,0.04,JPL 63,1.034,348,0.155
       (2016 AZ8),APO,1.321,0.3552,5.59,0.852,21.07,Y,Y,0.215,0.138,0.05,JPL 61,0.6491,555,0.0293
481327 (2006 BB27),AMO,1.362,0.2456,27.16,1.028,19.95,Y,N,0.216,0.378,0.05,JPL 51,0.62,581,0.0506
       (2010 GT7),APO,2.733,0.6781,8.43,0.88,20.19,Y,N,0.216,0.326,0.01,JPL 64,0.2181,1650,0.06
230549 (2003 BH),APO,1.457,0.3561,13.11,0.938,20.78,Y,Y,0.217,0.216,0,JPL 49,0.5607,642,0.0292
       (2010 OH126),APO,1.89,0.4986,14.33,0.948,21.3,Y,N,0.218,0.103,0.01,JPL 14,0.3793,949,0.0659
       (2010 NK1),APO,1.014,0.1837,14.76,0.828,22.41,Y,N,0.219,0.04,0,JPL 22,0.9646,373,0.0103
       (2014 AN51),APO,1.425,0.5571,9.92,0.631,20.46,Y,N,0.222,0.225,0.07,JPL 11,0.5794,621,0.165
       (2010 JV34),APO,1.723,0.5441,7.21,0.786,20.85,Y,Y,0.226,0.165,0.01,JPL 34,0.4358,826,0.0391
462238 (2008 CN1),ATE,0.7707,0.3477,7.22,0.503,20.66,Y,Y,0.227,0.197,0,JPL 62,1.457,247,0.0349
       (2010 YC1),APO,1.415,0.4132,17.66,0.83,21.22,Y,N,0.227,0.029,0.02,JPL 15,0.5858,615,0.163
441987 (2010 NY65),APO,1.003,0.3701,11.54,0.632,21.36,Y,Y,0.228,0.071,0.01,JPL 184,0.9805,367,0.0171
443880 (2001 UZ16),APO,1.76,0.4263,12.67,1.01,19.38,Y,Y,0.228,0.593,0.06,JPL 91,0.422,853,0.0308
       (2014 JL25),APO,2.899,0.6564,15.75,0.996,22.65,Y,N,0.228,0.021,0.06,JPL 29,0.1997,1800,0.0123
       (2016 DL),ATE,0.7142,0.4712,23.85,0.378,21.34,Y,Y,0.228,0.103,0.07,JPL 16,1.633,220,0.0467
       (2010 NG1),ATE,0.8494,0.3326,24.74,0.567,20.29,Y,N,0.229,0.142,0.04,JPL 32,1.259,286,0.0811
371660 (2007 CN26),APO,1.292,0.2693,7.59,0.944,21.11,Y,Y,0.23,0.16,0.08,JPL 73,0.6708,537,0.00234
       (2012 CC17),AMO,1.621,0.3645,11.8,1.03,20.5,Y,N,0.231,0.208,0.04,JPL 32,0.4774,754,0.113
       (2016 EH157),APO,2.434,0.6246,10.04,0.914,21.1,Y,Y,0.231,0.121,0.05,JPL 25,0.2596,1390,0.0484
       (2015 FL),APO,2.686,0.6515,15.71,0.936,20.8,Y,Y,0.232,0.131,0.04,JPL 36,0.2239,1610,0.0388
       (2010 EK43),APO,1.398,0.6537,7.88,0.484,21.67,Y,N,0.233,0.068,0.02,JPL 19,0.5965,604,0.0762
       (2014 NE3),APO,1.216,0.3152,25.87,0.833,20.04,Y,N,0.233,0.296,0.05,JPL 68,0.7347,490,0.0516
       (2015 TK237),APO,2.033,0.5502,11.66,0.915,22.42,Y,N,0.233,0.03,0.08,JPL 13,0.34,1060,0.0377
       (2010 LV108),APO,2.777,0.6361,5.41,1.011,22.36,Y,N,0.234,0.029,0.01,JPL 11,0.2129,1690,0.0033
       (2010 LK68),APO,1.169,0.4736,21.92,0.615,22.42,Y,N,0.236,0.032,0.02,JPL 9,0.7797,462,0.0255
490581 (2009 WZ104),ATE,0.8553,0.1927,9.84,0.69,20.85,Y,Y,0.237,0.314,0,JPL 61,1.246,289,0.0306
       (2010 VZ71),AMO,2.335,0.54,22.68,1.074,19.69,Y,N,0.237,,0.02,JPL 28,0.2763,1300,0.313
       (2016 LV47),APO,1.786,0.8634,15.19,0.244,20.03,Y,Y,0.237,0.314,0.11,JPL 8,0.4129,872,0.0336
       (2010 ON101),APO,1.629,0.4095,9.31,0.962,20.39,Y,Y,0.238,0.225,0.02,JPL 43,0.4741,759,0.0442
141432 (2002 CQ11),ATE,0.9762,0.4275,2.47,0.559,20.06,Y,Y,0.239,0.34,0.04,JPL 104,1.022,352,0.0194
424392 (2007 YJ),APO,1.103,0.2798,3.31,0.795,22.12,Y,N,0.239,0.054,0.08,JPL 53,0.8505,423,0.051
       (2004 XK14),ATE,0.7485,0.434,3.1,0.424,22.44,Y,N,0.24,0.034,0.08,JPL 31,1.522,237,0.0251
       (2010 CC55),APO,1.546,0.4689,6.78,0.821,22.44,Y,N,0.242,0.033,0.01,JPL 19,0.5128,702,0.0793
       (2014 VL6),APO,1.243,0.3291,6.09,0.834,21.38,Y,Y,0.242,0.091,0.08,JPL 45,0.7109,506,0.0178
471083 (2009 XF2),APO,1.286,0.2469,14.01,0.968,19.98,Y,N,0.244,0.271,0.04,JPL 49,0.6762,532,0.0653
       (2016 QC84),APO,1.506,0.4027,16.63,0.899,20.13,Y,N,0.25,0.257,0.03,JPL 58,0.5335,675,0.0925
       (2010 GP67),APO,1.114,0.1074,13.27,0.995,22.36,Y,N,0.251,0.034,0.02,JPL 22,0.8381,430,0.0187
       (2010 GU6),APO,2.69,0.6796,10.29,0.862,20.69,Y,N,0.252,0.147,0.02,JPL 27,0.2234,1610,0.0973
       (2015 TX24),APO,2.262,0.8741,6.11,0.285,21.58,Y,Y,0.252,0.07,0.04,JPL 15,0.2897,1240,0.0108
443837 (2000 TJ1),AMO,1.161,0.0809,39.54,1.067,19.7,Y,N,0.253,0.399,0.04,JPL 85,0.7884,457,0.101
       (2014 HF177),AMO,2.279,0.5492,7.21,1.027,19.79,Y,N,0.253,0.364,0.01,JPL 53,0.2864,1260,0.106
       (2010 CN141),APO,1.516,0.3993,23.8,0.911,22.4,Y,N,0.254,0.03,0.01,JPL 17,0.5279,682,0.0607
357024 (1999 YR14),APO,1.651,0.4,3.73,0.991,19.47,Y,Y,0.255,0.43,0.12,JPL 109,0.4644,775,0.0065
       (2015 SS20),APO,1.543,0.3462,11.47,1.009,22.12,Y,N,0.256,0.03,0.1,JPL 13,0.5142,700,0.0297
       (2014 BH25),APO,2.661,0.6861,9.58,0.835,21.6,Y,N,0.257,0.061,0.03,JPL 19,0.2271,1590,0.0662
       (2015 NZ13),APO,2.015,0.7808,6.58,0.442,20.6,Y,Y,0.258,0.152,0.07,JPL 23,0.3445,1040,0.0294
433953 (1997 XR2),APO,1.076,0.2008,7.19,0.86,20.96,Y,Y,0.259,0.115,0.09,JPL 80,0.8828,408,0.000622
529819 (2010 PM58),APO,1.371,0.4597,13.59,0.741,20.86,Y,N,0.259,0.095,0.04,JPL 19,0.6137,587,0.0965
503941 (2003 UV11),APO,1.453,0.7626,5.93,0.345,19.64,Y,Y,0.26,0.376,0,JPL 101,0.5625,640,0.00787
613726 (2007 EF),ATE,0.8203,0.4101,21.73,0.484,21.34,Y,Y,0.26,0.072,0.01,JPL 32,1.327,271,0.0241
       (2015 GS),APO,1.727,0.4769,11.85,0.903,20.53,Y,Y,0.262,0.149,0.06,JPL 28,0.4342,829,0.0491
       (2015 QM3),ATE,0.706,0.5312,16.15,0.331,20.38,Y,N,0.267,0.189,0.07,JPL 40,1.662,217,0.06
       (2010 FO92),AMO,2.144,0.519,6.76,1.031,20.05,Y,N,0.268,0.277,0.01,JPL 51,0.3139,1150,0.0795
       (2016 EZ26),APO,2.436,0.5951,6.82,0.986,22.6,Y,N,0.268,0.022,0.08,JPL 22,0.2592,1390,0.00314
247517 (2002 QY6),ATE,0.8171,0.699,12.75,0.246,19.73,Y,N,0.269,0.357,0.01,JPL 108,1.334,270,0.106
459683 (2013 MY5),APO,1.662,0.4532,3,0.909,19.79,Y,Y,0.269,0.322,0.07,JPL 58,0.4601,783,0.0322
       (2016 AA10),APO,1.879,0.5093,12.66,0.922,20.29,Y,Y,0.271,0.2,0.07,JPL 29,0.3826,941,0.0436
152563 (1992 BF),ATE,0.9079,0.2716,7.25,0.661,19.71,Y,N,0.272,0.287,0.08,JPL 110,1.139,316,0.0634
       (2010 XP69),APO,1.523,0.3427,14.59,1.001,20.75,Y,Y,0.273,0.065,0.1,JPL 13,0.5244,687,0.0146
       (2014 JN57),AMO,1.243,0.1677,28.59,1.035,20.63,Y,N,0.273,0.124,0.1,JPL 27,0.711,506,0.0516
       (2010 DJ77),ATE,0.9547,0.2107,24.74,0.754,21.13,Y,Y,0.277,,0.03,JPL 20,1.057,341,0.0494
       (2010 GK23),APO,2.749,0.6828,35,0.872,19.7,Y,N,0.277,0.303,0.04,JPL 17,0.2163,1660,0.0969
       (2010 GR75),APO,1.727,0.6362,17.79,0.628,19.6,Y,N,0.277,0.334,0.05,JPL 42,0.4344,829,0.299
       (2016 SG2),APO,2.472,0.8805,24.89,0.295,20.6,Y,N,0.278,0.131,0.09,JPL 16,0.2537,1420,0.149
523775 (2014 YB35),APO,1.877,0.4833,12.64,0.97,19.11,Y,Y,0.279,0.569,0.01,JPL 82,0.3833,939,0.0208
530531 (2011 OL5),AMO,1.222,0.1586,15.73,1.028,20.24,Y,N,0.28,0.187,0.07,JPL 97,0.7299,493,0.119
614521 (2009 UK),AMO,1.978,0.4829,3.53,1.023,19.92,Y,N,0.28,0.225,0.02,JPL 64,0.3544,1020,0.0598
407324 (2010 OB101),APO,1.617,0.5227,9.13,0.772,20.58,Y,N,0.281,0.141,0.01,JPL 41,0.4795,751,0.112
       (2016 TA57),ATE,0.8996,0.5418,30.07,0.412,20.79,Y,Y,0.281,0.088,0.04,JPL 11,1.155,312,0.0171
152564 (1992 HF),APO,1.391,0.5617,13.32,0.61,19.63,Y,N,0.282,0.169,0.05,JPL 41,0.6009,599,0.121
307070 (2002 AV31),APO,1.309,0.2492,14.98,0.983,20.64,Y,N,0.282,0.117,0.1,JPL 129,0.6579,547,0.143
       (2010 DK34),APO,2.779,0.7653,27.41,0.652,20.4,Y,N,0.283,0.152,0.01,JPL 12,0.2127,1690,0.332
       (2010 FQ),APO,1.527,0.3563,10.56,0.983,19.99,Y,Y,0.285,0.204,0,JPL 63,0.5223,689,0.00231
       (2010 GW62),APO,1.27,0.5755,32.43,0.539,19.36,Y,N,0.285,0.378,0.02,JPL 55,0.6888,523,0.44
       (2016 BP14),APO,2.889,0.7541,1.98,0.711,21.05,Y,Y,0.285,0.072,0.07,JPL 20,0.2007,1790,0.0141
       (2010 JN33),AMO,1.555,0.2877,53.15,1.107,20.5,Y,N,0.286,0.086,0.01,JPL 16,0.5085,708,0.257
       (2010 NU1),APO,2.428,0.8007,34.63,0.484,21.1,Y,N,0.286,0.072,0.05,JPL 12,0.2606,1380,0.337
       (2013 WU44),APO,1.516,0.39,17.87,0.925,21.05,Y,N,0.286,0.086,0.13,JPL 33,0.5282,682,0.145
443806 (1998 FL3),APO,1.26,0.2478,26.39,0.948,21.72,Y,Y,0.288,0.034,0.12,JPL 25,0.6969,517,0.0402
       (2018 DX3),AMO,2.108,0.4974,7.65,1.059,19.94,Y,N,0.289,0.176,0.09,JPL 76,0.3221,1120,0.0827
252399 (2001 TX44),ATE,0.8748,0.5459,15.21,0.397,19.41,Y,Y,0.291,0.478,0.07,JPL 77,1.205,299,0.00926
       (2004 SC56),ATE,0.7676,0.4284,4.78,0.439,22.7,Y,N,0.291,0.017,0.04,JPL 27,1.466,246,0.0106
390725 (2003 HB),ATE,0.8497,0.3805,18.11,0.526,19.7,Y,Y,0.293,0.271,0.05,JPL 72,1.258,286,0.045
       (2015 EE7),APO,1.702,0.4114,27.31,1.002,20.28,Y,N,0.294,0.17,0.07,JPL 39,0.444,811,0.0683
436030 (2009 JO2),ATE,0.8883,0.4783,19.63,0.463,19.44,Y,N,0.295,0.296,0.04,JPL 80,1.177,306,0.0547
       (2014 QK434),APO,1.941,0.5033,5.98,0.964,19.26,Y,Y,0.296,0.461,0.01,JPL 61,0.3645,988,0.00834
469513 (2003 QR79),APO,1.279,0.3055,17.16,0.888,20.87,Y,N,0.297,0.087,0.02,JPL 57,0.6817,528,0.071
       (2014 WZ120),APO,2.212,0.6399,20.91,0.796,20.5,Y,Y,0.297,0.126,0.07,JPL 20,0.2997,1200,0.027
152671 (1998 HL3),APO,1.129,0.3659,2.68,0.716,20.24,Y,Y,0.298,0.2,0.01,JPL 126,0.8216,438,0.0453
       (2014 YS14),APO,2.451,0.6671,18.29,0.816,21.1,Y,N,0.299,0.072,0.11,JPL 17,0.2568,1400,0.143
  2340 Hathor (1976 UA),ATE,0.8438,0.45,5.86,0.464,20.43,Y,Y,0.3,,,JPL 62,1.272,283,0.00669
  3361 Orpheus (1982 HR),APO,1.21,0.3229,2.66,0.82,19.56,Y,Y,0.3,0.357,,JPL 185,0.7401,486,0.0138
496816 (1989 UP),APO,1.862,0.4722,3.85,0.982,20.54,Y,Y,0.3,,,JPL 77,0.388,928,0.00594
523826 (1990 UP),AMO,1.33,0.1707,28.22,1.103,20.35,Y,N,0.3,,,JPL 53,0.6426,560,0.2
  2340 Hathor (1976 UA),ATE,0.8438,0.4499,5.86,0.464,20.43,Y,Y,0.3,,,62,1.272,283,0.00662
  3361 Orpheus (1982 HR),APO,1.21,0.3229,2.66,0.82,19.56,Y,Y,0.3,0.357,,182,0.7401,486,0.0144
228502 (2001 TE2),APO,1.083,0.1966,7.63,0.87,20.41,Y,N,0.302,0.194,0.05,JPL 76,0.874,412,0.0649
141531 (2002 GB),ATE,0.9921,0.529,22.55,0.467,19.15,Y,N,0.303,0.482,0.01,JPL 187,0.9974,361,0.281
       (2010 DM21),APO,2.861,0.6575,21.16,0.98,20.26,Y,N,0.303,0.133,0.01,JPL 28,0.2037,1770,0.257
       (2010 OF101),ATE,0.9509,0.3251,23.37,0.642,19.77,Y,N,0.303,0.231,0.05,JPL 50,1.063,339,0.062
458135 (2010 GE25),AMO,2.067,0.4677,21.61,1.1,20.28,Y,N,0.304,0.23,0.05,JPL 44,0.3317,1090,0.225
       (2015 LK24),AMO,2.673,0.6174,14.41,1.023,21.52,Y,Y,0.306,0.043,0.1,JPL 23,0.2255,1600,0.0333
       (2006 HV5),ATE,0.8425,0.3156,32.02,0.577,19.41,Y,Y,0.307,0.246,0.08,JPL 61,1.274,282,0.0138
456537 (2007 BG),ATE,0.7868,0.3305,12.75,0.527,19.63,Y,N,0.308,0.242,0.11,JPL 59,1.412,255,0.0508
468727 (2010 JE87),ATE,0.9042,0.437,16.91,0.509,20.77,Y,Y,0.308,0.108,0.02,JPL 52,1.146,314,0.0347
       (2010 OL100),APO,2.261,0.654,22.22,0.782,19.5,Y,N,0.308,0.246,0.04,JPL 27,0.29,1240,0.131
523632 (2009 UX17),AMO,1.189,0.0835,10.8,1.09,21.51,Y,N,0.309,0.042,0.01,JPL 65,0.7599,474,0.152
       (2010 JA35),APO,2.159,0.5763,29.02,0.915,20.49,Y,N,0.309,0.107,0.06,JPL 26,0.3108,1160,0.224
434633 (2005 WB1),APO,1.264,0.3554,22.88,0.815,20.67,Y,Y,0.31,0.039,0.11,JPL 37,0.6937,519,0.0478
532874 (2013 YZ13),AMO,1.39,0.2618,31.22,1.026,19.64,Y,N,0.31,0.266,0.1,JPL 53,0.6011,599,0.136
       (2016 PG67),AMO,2.701,0.5798,13.43,1.135,22.17,Y,N,0.31,0.02,0.13,JPL 6,0.222,1620,0.234
537829 (2015 XY378),ATE,0.7102,0.4893,13.92,0.363,19.51,Y,N,0.312,0.214,0.08,JPL 24,1.647,219,0.197
       (2010 GO33),APO,2.409,0.6981,19.12,0.728,19.22,Y,N,0.313,0.377,0.02,JPL 23,0.2635,1370,0.193
       (2015 ED7),APO,2.469,0.7823,11.11,0.537,20.77,Y,N,0.313,0.086,0.06,JPL 22,0.254,1420,0.138
388189 (2006 DS14),ATE,0.8638,0.3365,26.54,0.573,20.55,Y,N,0.315,0.123,0.01,JPL 59,1.228,293,0.158
511684 (2015 BN509),APO,1.007,0.5685,4.15,0.434,20.79,Y,Y,0.315,0.093,0.07,JPL 134,0.9756,369,0.0248
169352 (2001 UY16),APO,2.083,0.5196,32.28,1.001,19.36,Y,N,0.316,0.405,0.07,JPL 72,0.3278,1100,0.121
       (2000 AA6),APO,1.286,0.5193,2.03,0.618,22.45,Y,Y,0.316,0.026,0.01,JPL 34,0.6756,533,0.00769
       (2010 LU134),APO,1.897,0.5458,27.37,0.862,19.31,Y,N,0.317,0.443,0.03,JPL 18,0.3772,954,0.145
       (2010 FB81),APO,2.568,0.6088,9.46,1.005,21.36,Y,N,0.319,0.048,0.01,JPL 15,0.2395,1500,0.085
139056 (2001 FY),AMO,1.886,0.3281,4.73,1.267,19.18,Y,N,0.32,0.52,,JPL 77,0.3806,946,0.274
297300 (1998 SC15),APO,1.273,0.4144,16.08,0.745,19.29,Y,Y,0.32,,0.03,JPL 126,0.6863,525,0.000468
       (2010 NA),APO,1.723,0.6543,6.39,0.596,20.7,Y,N,0.32,0.109,0.01,JPL 15,0.4357,826,0.101
477519 (2010 DJ56),APO,1.25,0.2453,34.84,0.943,19.15,Y,Y,0.321,0.327,0.05,JPL 77,0.7053,510,0.0288
       (2014 JV55),APO,2.457,0.692,41.44,0.757,20.1,Y,Y,0.321,0.156,0.1,JPL 12,0.256,1410,0.0469
613939 (2008 CH116),ATE,0.6628,0.5875,20.37,0.273,19.25,Y,N,0.322,0.355,0.09,JPL 41,1.827,197,0.224
       (2014 HQ124),ATE,0.8509,0.2592,26.37,0.63,18.92,Y,Y,0.325,0.291,0.07,JPL 52,1.256,287,0.00684
477762 (2010 XZ67),AMO,2.06,0.4942,11.85,1.042,19.74,Y,N,0.326,0.201,0.09,JPL 108,0.3333,1080,0.0635
238456 (2004 RK),APO,1.389,0.3004,18.15,0.972,19.43,Y,N,0.328,0.312,0.04,JPL 119,0.6023,598,0.165
       (2015 PU228),APO,2.291,0.7863,9.42,0.489,20.3,Y,Y,0.328,0.125,0.1,JPL 36,0.2843,1270,0.0104
       (2016 KL1),ATE,0.9015,0.2801,18.14,0.649,21.09,Y,Y,0.328,0.034,0.11,JPL 15,1.151,313,0.0252
  4660 Nereus (1982 DB),APO,1.485,0.3587,1.45,0.952,18.75,Y,Y,0.33,0.55,0.05,JPL 277,0.5446,661,0.00367
 25143 Itokawa (1998 SF36),APO,1.324,0.2803,1.62,0.953,19.26,Y,Y,0.33,,,JPL 223,0.6469,557,0.0129
       (2014 NM64),AMO,2.846,0.626,28.75,1.065,21.6,Y,N,0.33,0.015,0.12,JPL 10,0.2052,1750,0.0537
  4660 Nereus (1982 DB),APO,1.485,0.3587,1.45,0.953,18.75,Y,Y,0.33,0.55,0.05,267,0.5445,661,0.00426
       (2015 TD323),APO,1.616,0.631,48.91,0.596,19.91,Y,Y,0.332,0.176,0.07,JPL 9,0.4797,750,0.0304
162567 (2000 RW37),APO,1.247,0.2501,13.75,0.935,19.97,Y,Y,0.335,0.173,0.01,JPL 64,0.7075,509,0.00905
       (2015 XB130),APO,2.642,0.617,12.53,1.012,21.51,Y,N,0.335,0.03,0.14,JPL 10,0.2295,1570,0.0556
496837 (1998 SB15),AMO,1.226,0.1615,15.63,1.028,20.83,Y,N,0.337,0.062,0.03,JPL 54,0.7256,496,0.112
       (2016 AO66),AMO,2.326,0.5442,26.65,1.06,20.17,Y,N,0.338,0.155,0.1,JPL 24,0.2779,1300,0.142
 99942 Apophis (2004 MN4),ATE,0.9224,0.1911,3.34,0.746,19.09,Y,Y,0.34,0.35,0.04,JPL 220,1.113,324,0.000613
       (2001 SJ262),AMO,2.949,0.5745,10.8,1.255,19.9,Y,N,0.34,0.177,0.06,JPL 33,0.1946,1850,0.261
       (2010 CN44),APO,2.866,0.6712,3.86,0.943,19.72,Y,Y,0.34,0.185,0.01,JPL 39,0.2031,1770,0.03
495858 (2003 MJ4),APO,2.303,0.5614,5.31,1.01,18.86,Y,N,0.342,0.548,0.02,JPL 133,0.2819,1280,0.092
       (2015 KN122),APO,1.376,0.6825,22.08,0.437,20.39,Y,N,0.342,0.095,0.08,JPL 17,0.6104,590,0.241
       (2014 AC),AMO,3.24,0.6741,13.15,1.056,21,Y,N,0.343,0.06,0.09,JPL 18,0.169,2130,0.171
       (2015 RR150),AMO,2.039,0.4981,42.16,1.023,19.63,Y,Y,0.343,0.198,0.12,JPL 17,0.3386,1060,0.0263
234145 (2000 EW70),ATE,0.9376,0.3213,5.43,0.636,21.58,Y,Y,0.344,0.045,0.01,JPL 76,1.086,332,0.0108
234341 (2001 FZ57),ATE,0.9442,0.6042,20.67,0.374,18.93,Y,N,0.344,0.493,0.06,JPL 139,1.074,335,0.158
387733 (2003 GS),ATE,0.893,0.2185,12.03,0.698,18.98,Y,N,0.344,0.411,0.01,JPL 93,1.168,308,0.089
       (2010 OC),AMO,2.883,0.6333,12.74,1.057,19.11,Y,N,0.344,0.342,0.08,JPL 53,0.2013,1790,0.0797
415711 (1998 WT7),AMO,1.152,0.11,40.7,1.025,19.08,Y,N,0.346,0.371,0.09,JPL 77,0.7972,452,0.0854
523664 (2012 OD1),ATE,0.8288,0.5029,42.26,0.412,18.52,Y,Y,0.346,0.536,0.09,JPL 170,1.306,276,0.0376
       (2015 BY516),APO,2.908,0.6622,13.45,0.982,20.02,Y,N,0.349,0.017,0.1,JPL 8,0.1988,1810,0.151
       (2015 DX198),AMO,1.641,0.3759,11.05,1.024,21.93,Y,N,0.349,0.023,0.14,JPL 11,0.4687,768,0.0756
       (2010 QA5),AMO,2.919,0.6321,33.41,1.074,22.16,Y,N,0.35,0.014,0.15,JPL 16,0.1976,1820,0.0698
       (2015 XK1),APO,1.635,0.5346,6.46,0.761,20,Y,N,0.35,0.145,0.09,JPL 54,0.4715,764,0.093
515049 (2010 FL),APO,1.919,0.6555,11.4,0.661,19.31,Y,N,0.351,0.273,0.01,JPL 43,0.3707,971,0.14
105141 (2000 NF11),AMO,1.421,0.189,14.82,1.152,19.11,Y,N,0.352,0.431,0.05,JPL 107,0.5818,619,0.214
       (2010 CA55),APO,2.337,0.7131,55.03,0.671,22.2,Y,N,0.352,,0.01,JPL 22,0.2758,1310,0.138
       (2010 HW81),APO,1.261,0.7543,13.48,0.31,20.24,Y,N,0.352,0.039,0.05,JPL 10,0.6958,517,0.12
       (2014 YL14),APO,2.749,0.7643,5.92,0.648,20.6,Y,Y,0.355,0.081,0.06,JPL 22,0.2162,1660,0.0156
485110 (2010 HZ108),APO,1.249,0.2085,22.88,0.988,20.93,Y,N,0.356,0.055,0.07,JPL 41,0.7064,510,0.108
419624 (2010 SO16),APO,1.004,0.0754,14.51,0.928,20.44,Y,Y,0.357,0.084,0.13,JPL 80,0.9799,367,0.0307
499496 (2010 MR87),AMO,1.734,0.3906,34.99,1.057,19.49,Y,N,0.357,0.22,0.06,JPL 52,0.4317,834,0.15
411611 (2011 QF14),AMO,2.026,0.4833,3.4,1.047,18.75,Y,N,0.358,0.415,0.1,JPL 114,0.3418,1050,0.0815
474425 (2002 YF4),AMO,1.755,0.3337,33.68,1.169,18.84,Y,N,0.358,0.368,0.01,JPL 85,0.424,849,0.432
       (2015 AK280),APO,2.656,0.7048,11.37,0.784,21.59,Y,N,0.358,0.026,0.14,JPL 13,0.2277,1580,0.0519
       (2010 JL41),APO,1.727,0.6657,7.57,0.577,20.64,Y,N,0.359,0.073,0.02,JPL 18,0.4344,829,0.126
       (2015 YT10),APO,2.351,0.7847,10.9,0.506,20,Y,N,0.359,0.137,0.1,JPL 16,0.2735,1320,0.167
       (2014 BE63),APO,2.104,0.6436,8.57,0.75,23.2,Y,N,0.36,0.01,0.13,JPL 7,0.323,1110,0.133
       (2015 MQ130),AMO,2.206,0.5338,40.21,1.029,20.9,Y,N,0.36,0.012,0.04,JPL 20,0.3008,1200,0.27
265196 (2004 BW58),APO,1.455,0.3787,15.21,0.904,18.8,Y,Y,0.361,0.31,0.13,JPL 124,0.5617,641,0.0389
325102 (2008 EY5),ATE,0.6262,0.6268,5.11,0.234,20.17,Y,N,0.361,0.124,0.01,JPL 46,1.989,181,0.0784
529720 (2010 LM14),APO,1.111,0.3794,25.92,0.689,21.3,Y,N,0.361,0.037,0.08,JPL 24,0.8421,427,0.313
529753 (2010 MF1),AMO,2.498,0.5882,9.1,1.029,19.65,Y,Y,0.363,0.178,0,JPL 127,0.2496,1440,0.0425
       (2010 BH2),AMO,2.353,0.4611,24.58,1.268,19.61,Y,N,0.363,0.213,0.07,JPL 31,0.2731,1320,0.364
       (2006 OG15),APO,2.541,0.6306,17.13,0.939,19.82,Y,N,0.365,0.159,0.13,JPL 33,0.2433,1480,0.194
387746 (2003 MH4),APO,1.964,0.5133,3.9,0.956,20.1,Y,Y,0.366,0.132,0.01,JPL 72,0.358,1010,0.00335
       (2016 FW14),APO,1.484,0.4395,12.08,0.832,20.82,Y,N,0.366,0.063,0.14,JPL 16,0.5453,660,0.0988
386454 (2008 XM),APO,1.222,0.9093,5.45,0.111,20.03,Y,Y,0.367,0.128,0.01,JPL 32,0.7295,493,0.00469
414286 (2008 OC6),ATE,0.9231,0.1992,21.85,0.739,18.59,Y,Y,0.369,0.471,0.08,JPL 109,1.111,324,0.03
436324 (2010 GZ6),AMO,1.401,0.1441,44.84,1.199,19.44,Y,N,0.369,0.205,0.06,JPL 81,0.5941,606,0.312
242191 (2003 NZ6),ATE,0.7934,0.4924,18.25,0.403,19.02,Y,N,0.37,0.334,0.03,JPL 118,1.395,258,0.0653
       (2014 YR43),APO,2.486,0.6114,26.45,0.966,19.63,Y,N,0.37,0.204,0.15,JPL 33,0.2515,1430,0.299
363831 (2005 PY16),APO,1.976,0.525,6.41,0.939,19.35,Y,Y,0.371,0.268,0.11,JPL 65,0.3549,1010,0.0418
       (2016 HN3),APO,2.148,0.5557,19.35,0.955,21.38,Y,Y,0.371,0.029,0.11,JPL 8,0.313,1150,0.0332
       (2010 GQ75),APO,2.443,0.8603,43.3,0.341,20.2,Y,N,0.372,0.106,0.02,JPL 13,0.2581,1390,0.616
       (2010 MY112),APO,1.072,0.2447,38.58,0.809,,Y,N,0.372,,0.02,JPL 9,0.8884,405,0.146
       (2014 EN45),AMO,2.441,0.5661,14,1.059,20.94,Y,N,0.372,0.042,0.12,JPL 10,0.2584,1390,0.16
307918 (2004 EU9),ATE,0.8804,0.5053,28.58,0.436,19.02,Y,N,0.374,0.358,0.05,JPL 125,1.193,302,0.168
       (2015 AY245),APO,1.127,0.1093,13.59,1.004,20.99,Y,Y,0.374,0.042,0.03,JPL 45,0.824,437,0.0202
       (2015 LL21),APO,2.186,0.7179,6.99,0.617,19.9,Y,N,0.374,0.139,0.07,JPL 10,0.305,1180,0.0548
       (2016 AO165),APO,3.219,0.7065,8.98,0.945,19.94,Y,N,0.374,0.138,0.12,JPL 45,0.1707,2110,0.106
206378 (2003 RB),APO,1.788,0.4389,6.72,1.003,18.76,Y,Y,0.376,0.414,0.01,JPL 183,0.4121,873,0.0449
       (2014 GJ35),APO,1.516,0.633,33.87,0.557,20.21,Y,N,0.377,0.094,0.11,JPL 18,0.5279,682,0.124
388838 (2008 EZ5),AMO,2.091,0.5075,8,1.03,19.62,Y,N,0.378,0.196,0.01,JPL 170,0.3259,1100,0.0808
706765 (2010 TK7),#N/A,0.9987,0.1903,20.9,0.809,20.78,Y,N,0.379,0.059,0.12,JPL 25,0.9875,365,0.0847
       (2014 EQ49),APO,1.148,0.2068,15.16,0.91,21.7,Y,Y,0.379,0.023,0.13,JPL 25,0.8016,449,0.0265
504800 (2010 CO1),APO,1.013,0.2179,24.02,0.792,21.48,Y,Y,0.38,0.032,0,JPL 33,0.9671,372,0.0222
